"module_code","word","phonetic","meaning","example"
"cet4","anyway","/'eniwei | 'enɪweɪ | 'ɛnɪ'we/","adv. 无论如何","...But anyway I'll send him an email to request a meeting..."
"cet4","anywhere","/'enihwεə | 'enɪweə | 'ɛnɪwɛr/","adv. 在什么地方","I haven't got anywhere to live."
"cet4","apart","/ə'pɑ:t | ə'pɑːt | ə'pɑrt/","adv. 相隔；分开；除去","They have offices in countries as far apart as India and Peru."
"cet4","apartment","/ə'pɑ:tmənt | əˈpɑ:tmənt | ə'pɑrtmənt/","n. 公寓","She lives in a small apartment."
"cet4","apologize","/ə'pɔlədʒaiz | ə'pɒlədʒaɪz | ə'pɑlədʒaɪz/","v. 道歉，谢罪，认错","I’m so sorry, I do apologize."
"cet4","apology","/ə'pɔlədʒi | ə'pɒlədʒɪ | ə'pɑlədʒi/","n. 道歉，认错，谢罪","Edward can’t be here today, but he sends his apologies ."
"cet4","apparatus","/ˌæpəˈreɪtəs | ˌæpəˈrætəs/","n. 器械，仪器；器官","Astronauts have special breathing apparatus."
"cet4","apparent","/ə'pærənt | ə'pær(ə)nt/","adj. 表面上的；明显的","The difference in quality was immediately apparent ."
"cet4","appeal","/ə'pi:l | ə'piːl | ə'pil/","n &v. 吸引，呼吁","The girl’s family have made a public appeal for help to try and catch her killer."
"cet4","appealing","/ə'pi:liŋ | əˈpi:lɪŋ | əˈpiːlɪŋ/","adj. 吸引人的","The city offers an appealing combination of sporting and cultural events."
"cet4","appear","/ə'pɪə | ə'pɪr/","v. 出现；来到；似乎","Police have found what appear to be human remains."
"cet4","appearance","/ə'piərəns | ə'pɪər(ə)ns | ə'pɪrəns/","n. 外表, 出现","He was always criticising his wife’s appearance."
"cet4","appetite","/'æpitait | 'æpɪtaɪt/","n. 欲望, 胃口","Her husband always had a huge appetite."
"cet4","applause","/ə'plɔːz | ə'plɔz/","n. 鼓掌， 掌声","She got a round of applause (=  a short period of applause  ) when she finished."
"cet4","apple","/'æp(ə)l | 'æpl/","n. 苹果，苹果树","apple pie"
"cet4","appliance","/ə'plaiəns | ə'plaɪəns/","n. 用具，器具，器械","The device most often used to do this is a load balancer, which is an appliance that accepts requests from the outside world and hands them off to the next available application server."
"cet4","applicable","/'æplikəbl, ə'plikə- | ə'plɪkəb(ə)l; 'æplɪk- | 'æplɪkəbl/","adj. 能应用的；适当的","What is a reasonable standard for one family is not applicable for another."
"cet4","applicant","/'æplikənt | 'æplɪkənt/","n. 申请人","We have had lots of applicants for these positions."
"cet4","application","/,æpli'keiʃən | ˌæplɪ'keɪʃ(ə)n | ˌæpləˈkeʃən/","n. 申请，应用","We receive hundreds of job applications each year."
"cet4","apply","/ə'plai | ə'plaɪ/","v. 应用, 申请","We need to apply for planning permission to build a garage."
"cet4","appoint","/ə'pɔint | ə'pɔɪnt/","v. 任命，委派；约定，确定，指定","officials appointed by the government"
"cet4","appointment","/ə'pɔintmənt | əˈpɔɪntmənt | ə'pɔɪntmənt/","n. 约会","All consultations are by appointment only ."
"cet4","appreciate","/ə'pri:ʃieit | ə'pri:ʃɪeɪt | ə'priʃɪet/","v. 感激，欣赏","Thanks ever so much for your help, I really appreciate it."
"cet4","appreciation","/ə,pri:ʃi'eiʃən | ə,priʃɪ'eʃən/","n. 评价，感激","He was presented with a watch in appreciation of his long service."
"cet4","approach","/ə'prəutʃ | ə'protʃ/","v. 靠近; n. 接近，方法","As I approached the house, I noticed a light on upstairs."
"cet4","appropriate","/ə'prəʊprɪət | əˈpropriɪt/","adj. 适当的，恰当的","The timing of the announcement was particularly appropriate ."
"cet4","approval","/ə'pru:vəl | ə'pruːv(ə)l | əˈpruvl/","n. 批准，认可，赞成","The president has already given his approval to the plan."
"cet4","approve","/ə'pru:v | ə'prʊv/","v. 赞成，同意","You've never approved of Henry, have you?"
"cet4","approximate","/ə'prɔksimit | ə'prɒksɪmət | ə'prɑksɪmət/","adj. 近似的; v. 近似","For each approximate solution of a parameterized problem, the app also displays the margin of error."
"cet4","approximately","/ə'prɔksimitli | ə'prɑksɪmətli/","adv. 大约","...and we must add approximately 6 billion private languages since each one of us necessarily has one..."
"cet4","April","/'eiprəl | 'eɪprəl | 'eprəl/","n. 四月","The changes will be introduced in April."
"cet4","Arabian","/ə'reibiən | ə'reɪbɪən | ə'rebiən/","adj. 阿拉伯的","...the Arabian Peninsula."
"cet4","arbitrary","/'ɑ:bitrəri | 'ɑːbɪt(rə)rɪ | ˈɑːrbətreri/","adj. 随心所欲的；专断的","an arbitrary decision"
"cet4","architect","/'ɑ:kitekt | 'ɑːkɪtekt | 'ɑrkɪtɛkt/","n. 建筑师","But I am an architect."
"cet4","architecture","/'ɑːkɪtektʃə | 'ɑrkə'tɛktʃɚ/","n. 建筑学；建筑式样","He studied architecture at university."
"cet4","archive","/'ɑ:kaiv | 'ɑ:kaɪv | 'ɑrkaɪv/","n. 档案文件","an archive of the writer’s unpublished work"
"cet4","area","/'εəriə | 'eərɪə | 'ɛrɪə/","n. 面积；地区；领域","Only cheeses made in this area may be labelled ‘Roquefort.’"
"cet4","argue","/'ɑɡju: | 'ɑːgjuː | 'ɑrgjʊ/","v. 争论，争辩，辩论","We could hear the neighbours arguing."
"cet4","argument","/'ɑ:ɡjumənt | 'ɑːgjʊm(ə)nt | 'ɑrɡjumənt/","n. 争论，辩论；理由","We need to provide a convincing argument as to why the system should be changed."
"cet4","arise","/ə'raiz | ə'raɪz/","v. 出现；由…引起","A crisis has arisen in the Foreign Office."
"cet4","arithmetic","/ə'riθmətik, ,æriθ'metik | ə'rɪθmətɪk/","n. 算术，四则运算","...teaching the basics of reading, writing and arithmetic."
"cet4","arm","/ɑːm | ɑrm/","n. 臂；臂状物；武器","Dave has a broken arm ."
"cet4","army","/'ɑ:mi | 'ɑːmɪ | 'ɑrmi/","n. 军队；陆军","The army are helping to clear up after the floods."
"cet4","around","/ə'raund | ə'raʊnd/","prep. 在…周围","What an inspiration she was to all around her!"
"cet4","arouse","/ə'rəuz | ə'raʊz/","v. 引起，唤起；唤醒","Matt’s behavior was arousing the interest of the neighbors."
"cet4","arrange","/ə'reindʒ | ə'reɪndʒ | ə'rendʒ/","v. 把…（系统地）分类","...I think the best thing for you to do is do reply a writing to the advertisement.W: Can’t I arrange for an interview now..."
"cet4","arrangement","/ə'reindʒmənt | ə'reɪn(d)ʒm(ə)nt | ə'rendʒmənt/","n. 整理，排列；安排","Have you made all your travel arrangements?"
"cet4","arrest","/ə'rest | ə'rɛst/","v. 逮捕","He was arrested and charged with murder."
"cet4","arrival","/ə'raivəl | ə'raɪv(ə)l | ə'raɪvəl/","n. 到达；到来；到达者","Only the timely arrival of the police prevented the situation from becoming worse."
"cet4","arrive","/ə'raɪv/","v. 到达；来临；达到","Give me a call to let me know you’ve arrived safely."
"cet4","arrow","/'ærəu | 'ærəʊ | 'æro/","n. 箭；箭状物","Follow the arrows to the X-ray department."
"cet4","art","/ɑ:t | ɑːt | ɑrt/","n. 艺术，美术；技术","the Museum of Modern Art in New York"
"cet4","article","/'ɑ:tikəl | 'ɑːtɪk(ə)l | 'ɑrtɪkl/","n. 文章；条款；物品","The paper’s leading article (=  the main article  ) described the government as weak."
"cet4","artificial","/,ɑ:ti'fiʃəl | ɑːtɪ'fɪʃ(ə)l | ,ɑrtɪ'fɪʃl/","adj. 人工的；娇揉造作的","artificial flowers"
"cet4","artist","/'ɑ:tist | 'ɑːtɪst | 'ɑrtɪst/","n. 艺术家，美术家","an exhibition of paintings by local artists"
"cet4","artistic","/ɑ:'tistik | ɑː'tɪstɪk | ɑr'tɪstɪk/","adj. 艺术的；艺术家的","artistic work"
"cet4","as","/æz | æz; əz | æz,əz/","conj. 当…的时候","I saw Peter as I was getting off the bus."
"cet4","ash","/æʃ/","n. 灰，灰末；骨灰","cigarette ash"
"cet4","ashamed","/ə'ʃeimd | ə'ʃeɪmd | ə'ʃemd/","adj. 害羞的","Everyone cries sometimes – it’s nothing to be ashamed of."
"cet4","Asia","/'eiʃə | ˈeɪʒə;ˈeɪʃə | ˈeʒə;ˈeʃə/","n. 亚洲","The European powers extended their authority in Asia."
"cet4","Asian","/'eiʃən | ˈeʒən, ˈeʃən/","adj. 亚洲的; n. 亚洲人","The financial crisis devitalized the economy of the Asian countries."
"cet4","aside","/ə'said | ə'saɪd/","adv. 在旁边，到旁边","He pushed his half-eaten salad aside and left."
"cet4","ask","/ɑ:sk, æsk | ɑːsk | æsk/","v. 问；要求；邀请","‘What’s your name?’ she asked."
"cet4","asleep","/ə'sli:p | ə'sliːp | ə'slip/","adj. 睡着的，睡熟的","Quiet! The baby’s asleep."
"cet4","aspect","/'æspekt | 'æspɛkt/","n. 方面；样子，外表","a south-facing aspect"
"cet4","assemble","/ə'sembl | ə'sɛmbl/","v. 组装；集合","A large crowd had assembled outside the American embassy."
"cet4","assembly","/ə'sembli | ə'semblɪ | ə'sɛmbli/","n. 装配","instructions for assembly"
"cet4","assess","/ə'ses | əˈses | ə'sɛs/","v. 评价","The test was to assess aptitude rather than academic achievement."
"cet4","asset","/'æset | 'æsɛt/","n. 有价值的人(或物)资产","the value of a company’s assets"
"cet4","assign","/ə'sain | ə'saɪn/","v. 分配，布置","When I taught, I would assign a topic to children that they would write about."
"cet4","assignment","/ə'sainmənt | ə'saɪnmənt/","n. 作业","a history assignment"
"cet4","assist","/ə'sist | ə'sɪst/","v. 援助，帮助；搀扶","The family decided to assist me with my chores."
"cet4","assistance","/ə'sɪstəns/","n. 协助， 援助","We offer financial assistance to students."
"cet4","assistant","/ə'sistənt | ə'sɪst(ə)nt | ə'sɪstənt/","n. 助手，助理；助教","a clerical assistant"
"cet4","associate","/ə'səuʃieit, ə'səuʃiət, -eit | ə'səuʃieit | ə'soʃɪet/","v. 交往；把……联系起来","Through science we've got the idea of associating progress with the future."
"cet4","association","/ə,səusi'eiʃən, ə,səuʃi'ei- | əsəʊsɪ'eɪʃ(ə)n; -ʃɪ- | ə,soʃɪ'eʃən/","n. 协会，团体；联合","the Association of Master Builders"
"cet4","assume","/ə'sjuːm | ə'sum/","v. 假定，认为","I think we can safely assume (=  it is almost certain  ) that interest rates will go up again soon."
"cet4","assumption","/ə'sʌmpʃən | ə'sʌmpʃn/","n. 假定，假设","You would be making an assumption that's not based on any fact that you could report."
"cet4","assure","/ə'ʃuə | ə'ʃʊə; ə'ʃɔː | ə'ʃʊr/","v. 使确信；向…保证","The document is genuine, I can assure you ."
"cet4","astonish","/ə'stɔniʃ | ə'stɒnɪʃ | ə'stɑnɪʃ/","v. 使惊讶，使大为吃惊","Her reply astonished me."
"cet4","astronaut","/'æstrənɔ:t | 'æstrənɔːt | 'æstrə'nɔt/","n. 宇宙航行员，宇航员",""
"cet4","astrophysics","/ˌæstrəu'fɪzɪks | ,æstro'fɪzɪks/","n. 天体物理学","We provide courses in the field of physics, astrophysics and mathematics."
"cet4","at","/æt; ət/","prep. 在…里；在…时","They live at 18 Victoria Street."
"cet4","athlete","/'æθli:t | 'æθliːt | 'æθlit/","n. 运动员；田径运动员","a professional athlete"
"cet4","Atlantic","/ət'læntik | æt'læntɪk | ət'læntɪk/","adj. 大西洋的; n. 大西洋","They underlaid the Atlantic with a cable."
"cet4","atmosphere","/'ætmə,sfiə | 'ætməsfɪr/","n. 气氛；大气；空气","The hotel had a lovely relaxed atmosphere ."
"cet4","atmospheric","/,ætməs'ferik,-kəl | ætməs'ferɪk | ,ætməs'fɛrɪk/","adj. 大气的；大气层的","atmospheric pressure"
"cet4","atom","/'ætəm/","n. 原子；微粒；微量","carbon atoms"
"cet4","atomic","/ə'tɔmik | ə'tɒmɪk | ə'tɑmɪk/","adj. 原子的；原子能的","atomic power"
"cet4","attach","/ə'tætʃ/","v. 缚，系，贴；附加","We attach labels to things before we file them away."
"cet4","attack","","vt&vi&n. 攻击，进攻","The king hight them to attack the castle."
"cet4","attain","/ə'tein | ə'teɪn | ə'ten/","v. 达到，获得，完成","More women are attaining positions of power."
"cet4","attempt","/ə'tempt | ə'tem(p)t | ə'tɛmpt/","n & v. 尝试，试图","Weather conditions prevented them from attempting the jump."
"cet4","attend","/ə'tend | ə'tɛnd/","v. 出席；照顾，护理","Only 12 people attended the meeting."
"cet4","attendance","/ə'tend(ə)ns | ə'tɛndəns/","n. 出席，到场","We have an average attendance of 4,000 fans per game."
"cet4","attention","/ə'tenʃən | ə'tenʃ(ə)n | ə'tɛnʃən/","n. 注意，留心；注意力","My attention wasn’t really on the game."
"cet4","attentive","/ə'tentiv | ə'tentɪv | ə'tɛntɪv/","adj. 注意的；有礼貌的","an attentive audience"
"cet4","attitude","/'ætɪtjuːd, -tuːd | 'ætɪtjuːd | 'ætɪtʊd/","n. 态度，看法；姿势","As soon as they found out I was a doctor, their whole attitude changed."
"cet4","attorney","/ə'tɜːni | ə'tɝni/","n. 律师， 代理人","...a prosecuting attorney."
"cet4","attract","/ə'trækt/","v. 吸引；引起，诱惑","I’m not usually attracted to blondes."
"cet4","attraction","/ə'trækʃən | ə'trækʃ(ə)n/","n. 吸引；吸引力；引力","The beautiful beaches are the island’s main attraction (=  most popular place, activity etc  ) ."
"cet4","attractive","/ə'træktiv | ə'træktɪv/","adj. 有吸引力的","an attractive young woman"
"cet4","attribute","/ə'tribju:t, 'ætribju:t | ə'trɪbjuːt | ə'trɪbjut/","v. 归因于","Women tend to attribute their success to external causes such as luck."
"cet4","audience","/'ɔːdɪəns | 'ɔdɪəns/","n. 听众，观众，读者","The audience began clapping and cheering."
"cet4","audio","/'ɔːdiəu | 'ɔdɪo/","adj. 听觉的， 声音的","audio and video equipment"
"cet4","August","/'ɔːɡəst | ɔ:ˈgʌst | ɔɡəst/","n. 八月","The world premiere took place in August 1956."
"cet4","aunt","/ɑ:nt, ænt | ɑːnt | ænt/","n. 伯母，婶母，姑母","Aunt Mary"
"cet4","aural","","adj. 耳的，听觉的","an aural stimulus"
"cet4","Australia","/ɔ'streiljə | ɒ'streɪlɪə | ɔ'streljə/","n. 澳大利亚","He transplanted his family to Australia."
"cet4","Australian","/ɔ:'streɪljən | ɑ'strelɪən/","adj. 澳大利亚的","She went solo backpacking for eight months in the Australian outback."
"cet4","author","/'ɔ:θə | 'ɔːθə | 'ɔθɚ/","n. 作者，作家","Nothomb is a Belgian author."
"cet4","authoritative","/ɔ:'θɔritətiv | ɔː'θɒrɪtətɪv | ə'θɔrətetɪv/","adj. 权威的","the most authoritative work on English surnames"
"cet4","authority","/ɔ:'θɔrəti | ɔː'θɒrɪtɪ | ə'θɔrəti/","n. 当局，官方；权力","an agreement between the US and Colombian authorities"
"cet4","auto","/'ɔ:təu | 'ɔːtəʊ | 'ɔto/","n. (口语)汽车","imported autos"
"cet4","automatic","/,ɔ:tə'mætik | ˌɔ:tə'mætɪk | 'ɔtə'mætɪk/","adj. 自动的","an automatic weapon"
"cet4","automation","/,ɔ:tə'meiʃən | ɔːtə'meɪʃ(ə)n | ,ɔtə'meʃən/","n. 自动，自动化","They phrase in new machinery for increased automation."
"cet4","automobile","/'ɔːtəməbiːl | ,ɔtəmə'bil/","n. 汽车，机动车","the automobile industry"
"cet4","autumn","/'ɔ:təm | 'ɔːtəm | 'ɔtəm/","n. 秋，秋季","autumn mists"
"cet4","auxiliary","/ɔ:ɡ'ziljəri | ɔːg'zɪlɪərɪ; ɒg- | ɔːɡ'zɪlɪəri/","adj. 辅助的；附属的","an auxiliary nurse"
"cet4","avail","/ə'veɪl | ə'vel/","v. 有益, 有帮助",""
"cet4","available","/ə'veiləbl | ə'veləbl/","adj. 可利用的，现有的；可获得的","Tickets are available from the box office."
"cet4","avenue","/'æv(ə)njuː | 'ævənu/","n. 林荫道，道路；大街","Fifth Avenue"
"cet4","average","/'ævərɪdʒ/","adj. 平常的","The age of the candidates ranged from 29 to 49 with an average age of 37."
"cet4","aviate","/'eivieit | 'eɪvɪeɪt | 'evɪet/","v. 驾驶飞机","There is long-distance medical system in the boat, aviate board has near one thousand square meters , can help many model copters rise and drop."
"cet4","aviation","/,eivi'eiʃən | ,evɪ'eʃən/","n. 航空","...the aviation industry."
"cet4","avoid","/ə'vɔid | ə'vɔɪd/","v. 避免","Road safety is taught to young children to avoid road accidents."
"cet4","await","/ə'weit | ə'weɪt | ə'wet/","v. 等候，期待","Several men are awaiting trial for robbery."
"cet4","awake","/ə'weik | ə'weɪk | ə'wek/","adj. 醒着的; v. 唤醒","I hope he’s awake now."
"cet4","award","/ə'wɔ:d | ə'wɔrd/","v. 授予；判给; n. 奖(金)","Moodie has been awarded a golf scholarship at the University of Hawaii."
"cet4","aware","/ə'wεə | ə'weə | ə'wɛr/","adj. 知道的，意识到的","Mr Braley has been made aware of the need for absolute secrecy."
